"","city","round","CASEID","WORKGROUP","intervention2","intervention3","intervention4","alter","var","weight","weight_label"
"25",1,1,101,"parole",TRUE,TRUE,TRUE,"youth_out","commTimely",1,"(1) Never"
"26",1,1,101,"parole",TRUE,TRUE,TRUE,"city_govt","commAccurately",1,"(1) Never"
"27",1,1,101,"parole",TRUE,TRUE,TRUE,"corrections","commAccurately",4,"(4) Often"
"28",1,1,101,"parole",TRUE,TRUE,TRUE,"da_office","commAccurately",3,"(3) Sometimes"
"29",1,1,101,"parole",TRUE,TRUE,TRUE,"emp_devel","commAccurately",1,"(1) Never"
"30",1,1,101,"parole",TRUE,TRUE,TRUE,"faith_based","commAccurately",1,"(1) Never"
"31",1,1,101,"parole",TRUE,TRUE,TRUE,"family_social","commAccurately",1,"(1) Never"
"32",1,1,101,"parole",TRUE,TRUE,TRUE,"health","commAccurately",1,"(1) Never"
"33",1,1,101,"parole",TRUE,TRUE,TRUE,"parole","commAccurately",NA,NA
"34",1,1,101,"parole",TRUE,TRUE,TRUE,"police","commAccurately",5,"(5) Always"
"35",1,1,101,"parole",TRUE,TRUE,TRUE,"probation","commAccurately",4,"(4) Often"
"36",1,1,101,"parole",TRUE,TRUE,TRUE,"research","commAccurately",1,"(1) Never"
"37",1,1,101,"parole",TRUE,TRUE,TRUE,"school","commAccurately",1,"(1) Never"
"38",1,1,101,"parole",TRUE,TRUE,TRUE,"youth_out","commAccurately",1,"(1) Never"
"39",1,1,101,"parole",TRUE,TRUE,TRUE,"city_govt","blameOthers",NA,NA
"40",1,1,101,"parole",TRUE,TRUE,TRUE,"corrections","blameOthers",5,"(5) Always Solve"
"41",1,1,101,"parole",TRUE,TRUE,TRUE,"da_office","blameOthers",5,"(5) Always Solve"
"42",1,1,101,"parole",TRUE,TRUE,TRUE,"emp_devel","blameOthers",NA,NA
"43",1,1,101,"parole",TRUE,TRUE,TRUE,"faith_based","blameOthers",NA,NA
"44",1,1,101,"parole",TRUE,TRUE,TRUE,"family_social","blameOthers",NA,NA
"45",1,1,101,"parole",TRUE,TRUE,TRUE,"health","blameOthers",NA,NA
"46",1,1,101,"parole",TRUE,TRUE,TRUE,"police","blameOthers",5,"(5) Always Solve"
"47",1,1,101,"parole",TRUE,TRUE,TRUE,"probation","blameOthers",4,"(4) Mostly Solve"
"48",1,1,101,"parole",TRUE,TRUE,TRUE,"research","blameOthers",NA,NA
"49",1,1,101,"parole",TRUE,TRUE,TRUE,"youth_out","blameOthers",NA,NA
"50",1,1,101,"parole",TRUE,TRUE,TRUE,"city_govt","shareGoals",NA,NA
"51",1,1,101,"parole",TRUE,TRUE,TRUE,"corrections","shareGoals",5,"(5) Completely"
"52",1,1,101,"parole",TRUE,TRUE,TRUE,"da_office","shareGoals",5,"(5) Completely"
"53",1,1,101,"parole",TRUE,TRUE,TRUE,"emp_devel","shareGoals",NA,NA
"54",1,1,101,"parole",TRUE,TRUE,TRUE,"faith_based","shareGoals",NA,NA
"55",1,1,101,"parole",TRUE,TRUE,TRUE,"family_social","shareGoals",NA,NA
"56",1,1,101,"parole",TRUE,TRUE,TRUE,"health","shareGoals",NA,NA
"57",1,1,101,"parole",TRUE,TRUE,TRUE,"parole","shareGoals",NA,NA
"58",1,1,101,"parole",TRUE,TRUE,TRUE,"police","shareGoals",5,"(5) Completely"
"59",1,1,101,"parole",TRUE,TRUE,TRUE,"probation","shareGoals",5,"(5) Completely"
"60",1,1,101,"parole",TRUE,TRUE,TRUE,"research","shareGoals",NA,NA
"61",1,1,101,"parole",TRUE,TRUE,TRUE,"school","shareGoals",NA,NA
"62",1,1,101,"parole",TRUE,TRUE,TRUE,"youth_out","shareGoals",NA,NA
"63",1,1,101,"parole",TRUE,TRUE,TRUE,"city_govt","knowYourWork",1,"(1) Nothing"
"64",1,1,101,"parole",TRUE,TRUE,TRUE,"corrections","knowYourWork",3,"(3) Some"
"65",1,1,101,"parole",TRUE,TRUE,TRUE,"da_office","knowYourWork",3,"(3) Some"
"66",1,1,101,"parole",TRUE,TRUE,TRUE,"emp_devel","knowYourWork",1,"(1) Nothing"
"67",1,1,101,"parole",TRUE,TRUE,TRUE,"faith_based","knowYourWork",1,"(1) Nothing"
"68",1,1,101,"parole",TRUE,TRUE,TRUE,"family_social","knowYourWork",1,"(1) Nothing"
"69",1,1,101,"parole",TRUE,TRUE,TRUE,"health","knowYourWork",1,"(1) Nothing"
"70",1,1,101,"parole",TRUE,TRUE,TRUE,"parole","knowYourWork",NA,NA
"71",1,1,101,"parole",TRUE,TRUE,TRUE,"police","knowYourWork",4,"(4) A lot"
"72",1,1,101,"parole",TRUE,TRUE,TRUE,"probation","knowYourWork",4,"(4) A lot"
"73",1,1,101,"parole",TRUE,TRUE,TRUE,"research","knowYourWork",NA,NA
"74",1,1,101,"parole",TRUE,TRUE,TRUE,"school","knowYourWork",1,"(1) Nothing"
"75",1,1,101,"parole",TRUE,TRUE,TRUE,"youth_out","knowYourWork",1,"(1) Nothing"
"76",1,1,101,"parole",TRUE,TRUE,TRUE,"city_govt","respectYourWork",NA,NA
"77",1,1,101,"parole",TRUE,TRUE,TRUE,"corrections","respectYourWork",5,"(5) Completely"
"78",1,1,101,"parole",TRUE,TRUE,TRUE,"da_office","respectYourWork",5,"(5) Completely"
"79",1,1,101,"parole",TRUE,TRUE,TRUE,"emp_devel","respectYourWork",NA,NA
"80",1,1,101,"parole",TRUE,TRUE,TRUE,"faith_based","respectYourWork",NA,NA
"81",1,1,101,"parole",TRUE,TRUE,TRUE,"family_social","respectYourWork",NA,NA
"82",1,1,101,"parole",TRUE,TRUE,TRUE,"health","respectYourWork",NA,NA
"83",1,1,101,"parole",TRUE,TRUE,TRUE,"parole","respectYourWork",NA,NA
"84",1,1,101,"parole",TRUE,TRUE,TRUE,"police","respectYourWork",5,"(5) Completely"
"85",1,1,101,"parole",TRUE,TRUE,TRUE,"probation","respectYourWork",5,"(5) Completely"
"86",1,1,101,"parole",TRUE,TRUE,TRUE,"research","respectYourWork",NA,NA
"87",1,1,101,"parole",TRUE,TRUE,TRUE,"school","respectYourWork",NA,NA
"88",1,1,101,"parole",TRUE,TRUE,TRUE,"youth_out","respectYourWork",NA,NA
"89",1,2,101,"parole",TRUE,TRUE,TRUE,"city_govt","commFreq",NA,NA
"90",1,2,101,"parole",TRUE,TRUE,TRUE,"corrections","commFreq",3,"(3) Just About the RIght Amount"
"91",1,2,101,"parole",TRUE,TRUE,TRUE,"da_office","commFreq",3,"(3) Just About the RIght Amount"
"92",1,2,101,"parole",TRUE,TRUE,TRUE,"emp_devel","commFreq",NA,NA
"93",1,2,101,"parole",TRUE,TRUE,TRUE,"faith_based","commFreq",NA,NA
"94",1,2,101,"parole",TRUE,TRUE,TRUE,"family_social","commFreq",NA,NA
"95",1,2,101,"parole",TRUE,TRUE,TRUE,"health","commFreq",3,"(3) Just About the RIght Amount"
"96",1,2,101,"parole",TRUE,TRUE,TRUE,"parole","commFreq",3,"(3) Just About the RIght Amount"
"97",1,2,101,"parole",TRUE,TRUE,TRUE,"police","commFreq",3,"(3) Just About the RIght Amount"
"98",1,2,101,"parole",TRUE,TRUE,TRUE,"probation","commFreq",3,"(3) Just About the RIght Amount"
"99",1,2,101,"parole",TRUE,TRUE,TRUE,"research","commFreq",NA,NA
"100",1,2,101,"parole",TRUE,TRUE,TRUE,"school","commFreq",NA,NA
"101",1,2,101,"parole",TRUE,TRUE,TRUE,"youth_out","commFreq",NA,NA
"102",1,2,101,"parole",TRUE,TRUE,TRUE,"city_govt","commTimely",NA,NA
"103",1,2,101,"parole",TRUE,TRUE,TRUE,"corrections","commTimely",3,"(3) Sometimes"
"104",1,2,101,"parole",TRUE,TRUE,TRUE,"da_office","commTimely",3,"(3) Sometimes"
"105",1,2,101,"parole",TRUE,TRUE,TRUE,"emp_devel","commTimely",NA,NA
"106",1,2,101,"parole",TRUE,TRUE,TRUE,"faith_based","commTimely",NA,NA
"107",1,2,101,"parole",TRUE,TRUE,TRUE,"family_social","commTimely",NA,NA
"108",1,2,101,"parole",TRUE,TRUE,TRUE,"health","commTimely",4,"(4) Often"
"109",1,2,101,"parole",TRUE,TRUE,TRUE,"parole","commTimely",4,"(4) Often"
"110",1,2,101,"parole",TRUE,TRUE,TRUE,"police","commTimely",4,"(4) Often"
"111",1,2,101,"parole",TRUE,TRUE,TRUE,"probation","commTimely",4,"(4) Often"
"112",1,2,101,"parole",TRUE,TRUE,TRUE,"research","commTimely",NA,NA
"113",1,2,101,"parole",TRUE,TRUE,TRUE,"school","commTimely",NA,NA
"114",1,2,101,"parole",TRUE,TRUE,TRUE,"youth_out","commTimely",NA,NA
"115",1,2,101,"parole",TRUE,TRUE,TRUE,"city_govt","commAccurately",NA,NA
"116",1,2,101,"parole",TRUE,TRUE,TRUE,"corrections","commAccurately",5,"(5) Always"
"117",1,2,101,"parole",TRUE,TRUE,TRUE,"da_office","commAccurately",5,"(5) Always"
"118",1,2,101,"parole",TRUE,TRUE,TRUE,"emp_devel","commAccurately",NA,NA
"119",1,2,101,"parole",TRUE,TRUE,TRUE,"faith_based","commAccurately",NA,NA
"120",1,2,101,"parole",TRUE,TRUE,TRUE,"family_social","commAccurately",NA,NA
"121",1,2,101,"parole",TRUE,TRUE,TRUE,"health","commAccurately",5,"(5) Always"
"122",1,2,101,"parole",TRUE,TRUE,TRUE,"parole","commAccurately",5,"(5) Always"
"123",1,2,101,"parole",TRUE,TRUE,TRUE,"police","commAccurately",5,"(5) Always"
"124",1,2,101,"parole",TRUE,TRUE,TRUE,"probation","commAccurately",5,"(5) Always"
"125",1,2,101,"parole",TRUE,TRUE,TRUE,"research","commAccurately",NA,NA
"126",1,2,101,"parole",TRUE,TRUE,TRUE,"school","commAccurately",NA,NA
"127",1,2,101,"parole",TRUE,TRUE,TRUE,"youth_out","commAccurately",NA,NA
"128",1,2,101,"parole",TRUE,TRUE,TRUE,"city_govt","blameOthers",NA,NA
"129",1,2,101,"parole",TRUE,TRUE,TRUE,"corrections","blameOthers",5,"(5) Always Solve"
"130",1,2,101,"parole",TRUE,TRUE,TRUE,"da_office","blameOthers",5,"(5) Always Solve"
"131",1,2,101,"parole",TRUE,TRUE,TRUE,"emp_devel","blameOthers",NA,NA
"132",1,2,101,"parole",TRUE,TRUE,TRUE,"faith_based","blameOthers",NA,NA
"133",1,2,101,"parole",TRUE,TRUE,TRUE,"family_social","blameOthers",NA,NA
"134",1,2,101,"parole",TRUE,TRUE,TRUE,"health","blameOthers",4,"(4) Mostly Solve"
"135",1,2,101,"parole",TRUE,TRUE,TRUE,"parole","blameOthers",5,"(5) Always Solve"
"136",1,2,101,"parole",TRUE,TRUE,TRUE,"police","blameOthers",5,"(5) Always Solve"
"137",1,2,101,"parole",TRUE,TRUE,TRUE,"probation","blameOthers",5,"(5) Always Solve"
"138",1,2,101,"parole",TRUE,TRUE,TRUE,"research","blameOthers",NA,NA
"139",1,2,101,"parole",TRUE,TRUE,TRUE,"school","blameOthers",NA,NA
"140",1,2,101,"parole",TRUE,TRUE,TRUE,"youth_out","blameOthers",NA,NA
"141",1,2,101,"parole",TRUE,TRUE,TRUE,"city_govt","shareGoals",NA,NA
"142",1,2,101,"parole",TRUE,TRUE,TRUE,"corrections","shareGoals",4,"(4) A lot"
"143",1,2,101,"parole",TRUE,TRUE,TRUE,"da_office","shareGoals",4,"(4) A lot"
"144",1,2,101,"parole",TRUE,TRUE,TRUE,"emp_devel","shareGoals",NA,NA
"145",1,2,101,"parole",TRUE,TRUE,TRUE,"faith_based","shareGoals",NA,NA
"146",1,2,101,"parole",TRUE,TRUE,TRUE,"family_social","shareGoals",NA,NA
"147",1,2,101,"parole",TRUE,TRUE,TRUE,"health","shareGoals",4,"(4) A lot"
"148",1,2,101,"parole",TRUE,TRUE,TRUE,"parole","shareGoals",4,"(4) A lot"
"149",1,2,101,"parole",TRUE,TRUE,TRUE,"police","shareGoals",4,"(4) A lot"
"150",1,2,101,"parole",TRUE,TRUE,TRUE,"probation","shareGoals",4,"(4) A lot"
"151",1,2,101,"parole",TRUE,TRUE,TRUE,"research","shareGoals",NA,NA
"152",1,2,101,"parole",TRUE,TRUE,TRUE,"school","shareGoals",NA,NA
"153",1,2,101,"parole",TRUE,TRUE,TRUE,"youth_out","shareGoals",NA,NA
"154",1,2,101,"parole",TRUE,TRUE,TRUE,"city_govt","knowYourWork",NA,NA
"155",1,2,101,"parole",TRUE,TRUE,TRUE,"corrections","knowYourWork",4,"(4) A lot"
"156",1,2,101,"parole",TRUE,TRUE,TRUE,"da_office","knowYourWork",4,"(4) A lot"
"157",1,2,101,"parole",TRUE,TRUE,TRUE,"emp_devel","knowYourWork",NA,NA
"158",1,2,101,"parole",TRUE,TRUE,TRUE,"faith_based","knowYourWork",NA,NA
"159",1,2,101,"parole",TRUE,TRUE,TRUE,"family_social","knowYourWork",NA,NA
"160",1,2,101,"parole",TRUE,TRUE,TRUE,"health","knowYourWork",4,"(4) A lot"
"161",1,2,101,"parole",TRUE,TRUE,TRUE,"parole","knowYourWork",4,"(4) A lot"
"162",1,2,101,"parole",TRUE,TRUE,TRUE,"police","knowYourWork",4,"(4) A lot"
"163",1,2,101,"parole",TRUE,TRUE,TRUE,"probation","knowYourWork",4,"(4) A lot"
"164",1,2,101,"parole",TRUE,TRUE,TRUE,"research","knowYourWork",NA,NA
"165",1,2,101,"parole",TRUE,TRUE,TRUE,"school","knowYourWork",NA,NA
"166",1,2,101,"parole",TRUE,TRUE,TRUE,"youth_out","knowYourWork",NA,NA
"167",1,2,101,"parole",TRUE,TRUE,TRUE,"city_govt","respectYourWork",NA,NA
"168",1,2,101,"parole",TRUE,TRUE,TRUE,"corrections","respectYourWork",5,"(5) Completely"
"169",1,2,101,"parole",TRUE,TRUE,TRUE,"da_office","respectYourWork",5,"(5) Completely"
"170",1,2,101,"parole",TRUE,TRUE,TRUE,"emp_devel","respectYourWork",NA,NA
"171",1,2,101,"parole",TRUE,TRUE,TRUE,"faith_based","respectYourWork",NA,NA
"172",1,2,101,"parole",TRUE,TRUE,TRUE,"family_social","respectYourWork",NA,NA
"173",1,2,101,"parole",TRUE,TRUE,TRUE,"health","respectYourWork",5,"(5) Completely"
"174",1,2,101,"parole",TRUE,TRUE,TRUE,"parole","respectYourWork",5,"(5) Completely"
"175",1,2,101,"parole",TRUE,TRUE,TRUE,"police","respectYourWork",5,"(5) Completely"
"176",1,2,101,"parole",TRUE,TRUE,TRUE,"probation","respectYourWork",5,"(5) Completely"
"177",1,2,101,"parole",TRUE,TRUE,TRUE,"research","respectYourWork",NA,NA
"178",1,2,101,"parole",TRUE,TRUE,TRUE,"school","respectYourWork",NA,NA
"179",1,2,101,"parole",TRUE,TRUE,TRUE,"youth_out","respectYourWork",NA,NA
"180",1,3,101,"parole",TRUE,TRUE,TRUE,"city_govt","commFreq",NA,NA
"181",1,3,101,"parole",TRUE,TRUE,TRUE,"corrections","commFreq",3,"(3) Just About the RIght Amount"
"182",1,3,101,"parole",TRUE,TRUE,TRUE,"da_office","commFreq",3,"(3) Just About the RIght Amount"
"183",1,3,101,"parole",TRUE,TRUE,TRUE,"emp_devel","commFreq",3,"(3) Just About the RIght Amount"
"184",1,3,101,"parole",TRUE,TRUE,TRUE,"faith_based","commFreq",NA,NA
"185",1,3,101,"parole",TRUE,TRUE,TRUE,"family_social","commFreq",NA,NA
"186",1,3,101,"parole",TRUE,TRUE,TRUE,"health","commFreq",NA,NA
"187",1,3,101,"parole",TRUE,TRUE,TRUE,"parole","commFreq",NA,NA
"188",1,3,101,"parole",TRUE,TRUE,TRUE,"police","commFreq",3,"(3) Just About the RIght Amount"
"189",1,3,101,"parole",TRUE,TRUE,TRUE,"probation","commFreq",3,"(3) Just About the RIght Amount"
"190",1,3,101,"parole",TRUE,TRUE,TRUE,"research","commFreq",NA,NA
"191",1,3,101,"parole",TRUE,TRUE,TRUE,"school","commFreq",NA,NA
"192",1,3,101,"parole",TRUE,TRUE,TRUE,"youth_out","commFreq",NA,NA
"193",1,3,101,"parole",TRUE,TRUE,TRUE,"city_govt","commTimely",NA,NA
"194",1,3,101,"parole",TRUE,TRUE,TRUE,"corrections","commTimely",5,"(5) Always"
"195",1,3,101,"parole",TRUE,TRUE,TRUE,"da_office","commTimely",5,"(5) Always"
"196",1,3,101,"parole",TRUE,TRUE,TRUE,"emp_devel","commTimely",5,"(5) Always"
"197",1,3,101,"parole",TRUE,TRUE,TRUE,"faith_based","commTimely",NA,NA
"198",1,3,101,"parole",TRUE,TRUE,TRUE,"family_social","commTimely",NA,NA
"199",1,3,101,"parole",TRUE,TRUE,TRUE,"health","commTimely",NA,NA
"200",1,3,101,"parole",TRUE,TRUE,TRUE,"parole","commTimely",NA,NA
"201",1,3,101,"parole",TRUE,TRUE,TRUE,"police","commTimely",5,"(5) Always"
"202",1,3,101,"parole",TRUE,TRUE,TRUE,"probation","commTimely",5,"(5) Always"
"203",1,3,101,"parole",TRUE,TRUE,TRUE,"research","commTimely",NA,NA
"204",1,3,101,"parole",TRUE,TRUE,TRUE,"school","commTimely",NA,NA
"205",1,3,101,"parole",TRUE,TRUE,TRUE,"youth_out","commTimely",NA,NA
"206",1,3,101,"parole",TRUE,TRUE,TRUE,"city_govt","commAccurately",NA,NA
"207",1,3,101,"parole",TRUE,TRUE,TRUE,"corrections","commAccurately",5,"(5) Always"
"208",1,3,101,"parole",TRUE,TRUE,TRUE,"da_office","commAccurately",5,"(5) Always"
"209",1,3,101,"parole",TRUE,TRUE,TRUE,"emp_devel","commAccurately",5,"(5) Always"
"210",1,3,101,"parole",TRUE,TRUE,TRUE,"faith_based","commAccurately",NA,NA
"211",1,3,101,"parole",TRUE,TRUE,TRUE,"family_social","commAccurately",NA,NA
"212",1,3,101,"parole",TRUE,TRUE,TRUE,"health","commAccurately",NA,NA
"213",1,3,101,"parole",TRUE,TRUE,TRUE,"parole","commAccurately",NA,NA
"214",1,3,101,"parole",TRUE,TRUE,TRUE,"police","commAccurately",5,"(5) Always"
"215",1,3,101,"parole",TRUE,TRUE,TRUE,"probation","commAccurately",5,"(5) Always"
"216",1,3,101,"parole",TRUE,TRUE,TRUE,"research","commAccurately",NA,NA
"217",1,3,101,"parole",TRUE,TRUE,TRUE,"school","commAccurately",NA,NA
"218",1,3,101,"parole",TRUE,TRUE,TRUE,"youth_out","commAccurately",NA,NA
"219",1,3,101,"parole",TRUE,TRUE,TRUE,"city_govt","blameOthers",NA,NA
"220",1,3,101,"parole",TRUE,TRUE,TRUE,"corrections","blameOthers",5,"(5) Always solve"
"221",1,3,101,"parole",TRUE,TRUE,TRUE,"da_office","blameOthers",5,"(5) Always solve"
"222",1,3,101,"parole",TRUE,TRUE,TRUE,"emp_devel","blameOthers",5,"(5) Always solve"
"223",1,3,101,"parole",TRUE,TRUE,TRUE,"faith_based","blameOthers",NA,NA
"224",1,3,101,"parole",TRUE,TRUE,TRUE,"family_social","blameOthers",NA,NA
"225",1,3,101,"parole",TRUE,TRUE,TRUE,"health","blameOthers",NA,NA
"226",1,3,101,"parole",TRUE,TRUE,TRUE,"parole","blameOthers",NA,NA
"227",1,3,101,"parole",TRUE,TRUE,TRUE,"police","blameOthers",5,"(5) Always solve"
"228",1,3,101,"parole",TRUE,TRUE,TRUE,"probation","blameOthers",5,"(5) Always solve"
"229",1,3,101,"parole",TRUE,TRUE,TRUE,"research","blameOthers",NA,NA
"230",1,3,101,"parole",TRUE,TRUE,TRUE,"school","blameOthers",NA,NA
"231",1,3,101,"parole",TRUE,TRUE,TRUE,"youth_out","blameOthers",NA,NA
"232",1,3,101,"parole",TRUE,TRUE,TRUE,"city_govt","shareGoals",NA,NA
"233",1,3,101,"parole",TRUE,TRUE,TRUE,"corrections","shareGoals",5,"(5) Completely"
"234",1,3,101,"parole",TRUE,TRUE,TRUE,"da_office","shareGoals",5,"(5) Completely"
"235",1,3,101,"parole",TRUE,TRUE,TRUE,"emp_devel","shareGoals",5,"(5) Completely"
"236",1,3,101,"parole",TRUE,TRUE,TRUE,"faith_based","shareGoals",NA,NA
"237",1,3,101,"parole",TRUE,TRUE,TRUE,"family_social","shareGoals",NA,NA
"238",1,3,101,"parole",TRUE,TRUE,TRUE,"health","shareGoals",NA,NA
"239",1,3,101,"parole",TRUE,TRUE,TRUE,"parole","shareGoals",NA,NA
"240",1,3,101,"parole",TRUE,TRUE,TRUE,"police","shareGoals",5,"(5) Completely"
"241",1,3,101,"parole",TRUE,TRUE,TRUE,"probation","shareGoals",5,"(5) Completely"
"242",1,3,101,"parole",TRUE,TRUE,TRUE,"research","shareGoals",NA,NA
"243",1,3,101,"parole",TRUE,TRUE,TRUE,"school","shareGoals",NA,NA
"244",1,3,101,"parole",TRUE,TRUE,TRUE,"youth_out","shareGoals",NA,NA
"245",1,3,101,"parole",TRUE,TRUE,TRUE,"city_govt","knowYourWork",NA,NA
"246",1,3,101,"parole",TRUE,TRUE,TRUE,"corrections","knowYourWork",4,"(4) A lot"
"247",1,3,101,"parole",TRUE,TRUE,TRUE,"da_office","knowYourWork",3,"(3) Some"
"248",1,3,101,"parole",TRUE,TRUE,TRUE,"emp_devel","knowYourWork",3,"(3) Some"
"249",1,3,101,"parole",TRUE,TRUE,TRUE,"faith_based","knowYourWork",NA,NA
"250",1,3,101,"parole",TRUE,TRUE,TRUE,"family_social","knowYourWork",NA,NA
"251",1,3,101,"parole",TRUE,TRUE,TRUE,"health","knowYourWork",NA,NA
"252",1,3,101,"parole",TRUE,TRUE,TRUE,"parole","knowYourWork",NA,NA
"253",1,3,101,"parole",TRUE,TRUE,TRUE,"police","knowYourWork",5,"(5) Everything"
"254",1,3,101,"parole",TRUE,TRUE,TRUE,"probation","knowYourWork",5,"(5) Everything"
"255",1,3,101,"parole",TRUE,TRUE,TRUE,"research","knowYourWork",NA,NA
"256",1,3,101,"parole",TRUE,TRUE,TRUE,"school","knowYourWork",NA,NA
"257",1,3,101,"parole",TRUE,TRUE,TRUE,"youth_out","knowYourWork",NA,NA
"258",1,3,101,"parole",TRUE,TRUE,TRUE,"city_govt","respectYourWork",NA,NA
"259",1,3,101,"parole",TRUE,TRUE,TRUE,"corrections","respectYourWork",4,"(4) A lot"
"260",1,3,101,"parole",TRUE,TRUE,TRUE,"da_office","respectYourWork",4,"(4) A lot"
"261",1,3,101,"parole",TRUE,TRUE,TRUE,"emp_devel","respectYourWork",4,"(4) A lot"
"262",1,3,101,"parole",TRUE,TRUE,TRUE,"faith_based","respectYourWork",NA,NA
"263",1,3,101,"parole",TRUE,TRUE,TRUE,"family_social","respectYourWork",NA,NA
"264",1,3,101,"parole",TRUE,TRUE,TRUE,"health","respectYourWork",NA,NA
"265",1,3,101,"parole",TRUE,TRUE,TRUE,"parole","respectYourWork",NA,NA
"266",1,3,101,"parole",TRUE,TRUE,TRUE,"police","respectYourWork",5,"(5) Completely"
"267",1,3,101,"parole",TRUE,TRUE,TRUE,"probation","respectYourWork",5,"(5) Completely"
"268",1,3,101,"parole",TRUE,TRUE,TRUE,"research","respectYourWork",NA,NA
"269",1,3,101,"parole",TRUE,TRUE,TRUE,"school","respectYourWork",NA,NA
"270",1,3,101,"parole",TRUE,TRUE,TRUE,"youth_out","respectYourWork",NA,NA
"271",1,4,101,"parole",TRUE,TRUE,TRUE,"city_govt","commFreq",NA,NA
"272",1,4,101,"parole",TRUE,TRUE,TRUE,"corrections","commFreq",NA,NA
"273",1,4,101,"parole",TRUE,TRUE,TRUE,"da_office","commFreq",NA,NA
"274",1,4,101,"parole",TRUE,TRUE,TRUE,"emp_devel","commFreq",NA,NA
"275",1,4,101,"parole",TRUE,TRUE,TRUE,"faith_based","commFreq",NA,NA
"276",1,4,101,"parole",TRUE,TRUE,TRUE,"family_social","commFreq",NA,NA
"277",1,4,101,"parole",TRUE,TRUE,TRUE,"health","commFreq",NA,NA
"278",1,4,101,"parole",TRUE,TRUE,TRUE,"parole","commFreq",NA,NA
"279",1,4,101,"parole",TRUE,TRUE,TRUE,"police","commFreq",NA,NA
"280",1,4,101,"parole",TRUE,TRUE,TRUE,"probation","commFreq",NA,NA
"281",1,4,101,"parole",TRUE,TRUE,TRUE,"research","commFreq",NA,NA
"282",1,4,101,"parole",TRUE,TRUE,TRUE,"school","commFreq",NA,NA
"283",1,4,101,"parole",TRUE,TRUE,TRUE,"youth_out","commFreq",NA,NA
"284",1,4,101,"parole",TRUE,TRUE,TRUE,"city_govt","commTimely",NA,NA
"285",1,4,101,"parole",TRUE,TRUE,TRUE,"corrections","commTimely",NA,NA
"286",1,4,101,"parole",TRUE,TRUE,TRUE,"da_office","commTimely",NA,NA
"287",1,4,101,"parole",TRUE,TRUE,TRUE,"emp_devel","commTimely",NA,NA
"288",1,4,101,"parole",TRUE,TRUE,TRUE,"faith_based","commTimely",NA,NA
"289",1,4,101,"parole",TRUE,TRUE,TRUE,"family_social","commTimely",NA,NA
"290",1,4,101,"parole",TRUE,TRUE,TRUE,"health","commTimely",NA,NA
"291",1,4,101,"parole",TRUE,TRUE,TRUE,"parole","commTimely",NA,NA
"292",1,4,101,"parole",TRUE,TRUE,TRUE,"police","commTimely",NA,NA
"293",1,4,101,"parole",TRUE,TRUE,TRUE,"probation","commTimely",NA,NA
