"","city","round","CASEID","WORKGROUP","intervention2","intervention3","intervention4","alter","within","between","var","weight","weight_label"
"23",1,1,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"commTimely",4,4
"24",1,1,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"commTimely",1,1
"25",1,1,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"commTimely",1,1
"26",1,1,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"commTimely",1,1
"27",1,1,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"commAccurately",1,1
"28",1,1,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"commAccurately",4,4
"29",1,1,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"commAccurately",3,3
"30",1,1,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"commAccurately",1,1
"31",1,1,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"commAccurately",1,1
"32",1,1,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"commAccurately",1,1
"33",1,1,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"commAccurately",1,1
"34",1,1,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"commAccurately",NA,NA
"35",1,1,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"commAccurately",5,5
"36",1,1,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"commAccurately",4,4
"37",1,1,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"commAccurately",1,1
"38",1,1,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"commAccurately",1,1
"39",1,1,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"commAccurately",1,1
"40",1,1,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"blameOthers",NA,NA
"41",1,1,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"blameOthers",5,5
"42",1,1,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"blameOthers",5,5
"43",1,1,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"blameOthers",NA,NA
"44",1,1,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"blameOthers",NA,NA
"45",1,1,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"blameOthers",NA,NA
"46",1,1,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"blameOthers",NA,NA
"47",1,1,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"blameOthers",NA,NA
"48",1,1,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"blameOthers",5,5
"49",1,1,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"blameOthers",4,4
"50",1,1,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"blameOthers",NA,NA
"51",1,1,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"blameOthers",NA,NA
"52",1,1,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"blameOthers",NA,NA
"53",1,1,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"shareGoals",NA,NA
"54",1,1,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"shareGoals",5,5
"55",1,1,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"shareGoals",5,5
"56",1,1,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"shareGoals",NA,NA
"57",1,1,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"shareGoals",NA,NA
"58",1,1,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"shareGoals",NA,NA
"59",1,1,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"shareGoals",NA,NA
"60",1,1,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"shareGoals",NA,NA
"61",1,1,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"shareGoals",5,5
"62",1,1,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"shareGoals",5,5
"63",1,1,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"shareGoals",NA,NA
"64",1,1,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"shareGoals",NA,NA
"65",1,1,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"shareGoals",NA,NA
"66",1,1,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"knowYourWork",1,1
"67",1,1,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"knowYourWork",3,3
"68",1,1,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"knowYourWork",3,3
"69",1,1,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"knowYourWork",1,1
"70",1,1,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"knowYourWork",1,1
"71",1,1,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"knowYourWork",1,1
"72",1,1,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"knowYourWork",1,1
"73",1,1,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"knowYourWork",NA,NA
"74",1,1,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"knowYourWork",4,4
"75",1,1,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"knowYourWork",4,4
"76",1,1,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"knowYourWork",NA,NA
"77",1,1,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"knowYourWork",1,1
"78",1,1,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"knowYourWork",1,1
"79",1,1,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"respectYourWork",NA,NA
"80",1,1,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"respectYourWork",5,5
"81",1,1,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"respectYourWork",5,5
"82",1,1,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"respectYourWork",NA,NA
"83",1,1,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"respectYourWork",NA,NA
"84",1,1,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"respectYourWork",NA,NA
"85",1,1,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"respectYourWork",NA,NA
"86",1,1,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"respectYourWork",NA,NA
"87",1,1,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"respectYourWork",5,5
"88",1,1,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"respectYourWork",5,5
"89",1,1,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"respectYourWork",NA,NA
"90",1,1,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"respectYourWork",NA,NA
"91",1,1,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"respectYourWork",NA,NA
"92",1,2,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"commFreq",NA,NA
"93",1,2,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"commFreq",5,5
"94",1,2,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"commFreq",5,5
"95",1,2,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"commFreq",NA,NA
"96",1,2,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"commFreq",NA,NA
"97",1,2,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"commFreq",NA,NA
"98",1,2,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"commFreq",5,5
"99",1,2,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"commFreq",5,5
"100",1,2,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"commFreq",5,5
"101",1,2,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"commFreq",5,5
"102",1,2,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"commFreq",NA,NA
"103",1,2,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"commFreq",NA,NA
"104",1,2,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"commFreq",NA,NA
"105",1,2,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"commTimely",NA,NA
"106",1,2,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"commTimely",3,3
"107",1,2,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"commTimely",3,3
"108",1,2,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"commTimely",NA,NA
"109",1,2,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"commTimely",NA,NA
"110",1,2,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"commTimely",NA,NA
"111",1,2,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"commTimely",4,4
"112",1,2,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"commTimely",4,4
"113",1,2,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"commTimely",4,4
"114",1,2,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"commTimely",4,4
"115",1,2,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"commTimely",NA,NA
"116",1,2,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"commTimely",NA,NA
"117",1,2,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"commTimely",NA,NA
"118",1,2,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"commAccurately",NA,NA
"119",1,2,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"commAccurately",5,5
"120",1,2,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"commAccurately",5,5
"121",1,2,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"commAccurately",NA,NA
"122",1,2,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"commAccurately",NA,NA
"123",1,2,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"commAccurately",NA,NA
"124",1,2,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"commAccurately",5,5
"125",1,2,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"commAccurately",5,5
"126",1,2,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"commAccurately",5,5
"127",1,2,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"commAccurately",5,5
"128",1,2,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"commAccurately",NA,NA
"129",1,2,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"commAccurately",NA,NA
"130",1,2,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"commAccurately",NA,NA
"131",1,2,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"blameOthers",NA,NA
"132",1,2,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"blameOthers",5,5
"133",1,2,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"blameOthers",5,5
"134",1,2,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"blameOthers",NA,NA
"135",1,2,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"blameOthers",NA,NA
"136",1,2,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"blameOthers",NA,NA
"137",1,2,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"blameOthers",4,4
"138",1,2,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"blameOthers",5,5
"139",1,2,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"blameOthers",5,5
"140",1,2,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"blameOthers",5,5
"141",1,2,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"blameOthers",NA,NA
"142",1,2,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"blameOthers",NA,NA
"143",1,2,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"blameOthers",NA,NA
"144",1,2,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"shareGoals",NA,NA
"145",1,2,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"shareGoals",4,4
"146",1,2,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"shareGoals",4,4
"147",1,2,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"shareGoals",NA,NA
"148",1,2,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"shareGoals",NA,NA
"149",1,2,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"shareGoals",NA,NA
"150",1,2,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"shareGoals",4,4
"151",1,2,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"shareGoals",4,4
"152",1,2,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"shareGoals",4,4
"153",1,2,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"shareGoals",4,4
"154",1,2,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"shareGoals",NA,NA
"155",1,2,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"shareGoals",NA,NA
"156",1,2,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"shareGoals",NA,NA
"157",1,2,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"knowYourWork",NA,NA
"158",1,2,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"knowYourWork",4,4
"159",1,2,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"knowYourWork",4,4
"160",1,2,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"knowYourWork",NA,NA
"161",1,2,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"knowYourWork",NA,NA
"162",1,2,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"knowYourWork",NA,NA
"163",1,2,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"knowYourWork",4,4
"164",1,2,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"knowYourWork",4,4
"165",1,2,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"knowYourWork",4,4
"166",1,2,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"knowYourWork",4,4
"167",1,2,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"knowYourWork",NA,NA
"168",1,2,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"knowYourWork",NA,NA
"169",1,2,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"knowYourWork",NA,NA
"170",1,2,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"respectYourWork",NA,NA
"171",1,2,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"respectYourWork",5,5
"172",1,2,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"respectYourWork",5,5
"173",1,2,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"respectYourWork",NA,NA
"174",1,2,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"respectYourWork",NA,NA
"175",1,2,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"respectYourWork",NA,NA
"176",1,2,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"respectYourWork",5,5
"177",1,2,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"respectYourWork",5,5
"178",1,2,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"respectYourWork",5,5
"179",1,2,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"respectYourWork",5,5
"180",1,2,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"respectYourWork",NA,NA
"181",1,2,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"respectYourWork",NA,NA
"182",1,2,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"respectYourWork",NA,NA
"183",1,3,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"commFreq",NA,NA
"184",1,3,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"commFreq",5,5
"185",1,3,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"commFreq",5,5
"186",1,3,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"commFreq",5,5
"187",1,3,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"commFreq",NA,NA
"188",1,3,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"commFreq",NA,NA
"189",1,3,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"commFreq",NA,NA
"190",1,3,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"commFreq",NA,NA
"191",1,3,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"commFreq",5,5
"192",1,3,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"commFreq",5,5
"193",1,3,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"commFreq",NA,NA
"194",1,3,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"commFreq",NA,NA
"195",1,3,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"commFreq",NA,NA
"196",1,3,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"commTimely",NA,NA
"197",1,3,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"commTimely",5,5
"198",1,3,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"commTimely",5,5
"199",1,3,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"commTimely",5,5
"200",1,3,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"commTimely",NA,NA
"201",1,3,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"commTimely",NA,NA
"202",1,3,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"commTimely",NA,NA
"203",1,3,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"commTimely",NA,NA
"204",1,3,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"commTimely",5,5
"205",1,3,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"commTimely",5,5
"206",1,3,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"commTimely",NA,NA
"207",1,3,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"commTimely",NA,NA
"208",1,3,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"commTimely",NA,NA
"209",1,3,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"commAccurately",NA,NA
"210",1,3,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"commAccurately",5,5
"211",1,3,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"commAccurately",5,5
"212",1,3,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"commAccurately",5,5
"213",1,3,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"commAccurately",NA,NA
"214",1,3,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"commAccurately",NA,NA
"215",1,3,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"commAccurately",NA,NA
"216",1,3,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"commAccurately",NA,NA
"217",1,3,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"commAccurately",5,5
"218",1,3,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"commAccurately",5,5
"219",1,3,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"commAccurately",NA,NA
"220",1,3,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"commAccurately",NA,NA
"221",1,3,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"commAccurately",NA,NA
"222",1,3,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"blameOthers",NA,NA
"223",1,3,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"blameOthers",5,5
"224",1,3,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"blameOthers",5,5
"225",1,3,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"blameOthers",5,5
"226",1,3,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"blameOthers",NA,NA
"227",1,3,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"blameOthers",NA,NA
"228",1,3,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"blameOthers",NA,NA
"229",1,3,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"blameOthers",NA,NA
"230",1,3,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"blameOthers",5,5
"231",1,3,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"blameOthers",5,5
"232",1,3,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"blameOthers",NA,NA
"233",1,3,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"blameOthers",NA,NA
"234",1,3,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"blameOthers",NA,NA
"235",1,3,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"shareGoals",NA,NA
"236",1,3,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"shareGoals",5,5
"237",1,3,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"shareGoals",5,5
"238",1,3,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"shareGoals",5,5
"239",1,3,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"shareGoals",NA,NA
"240",1,3,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"shareGoals",NA,NA
"241",1,3,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"shareGoals",NA,NA
"242",1,3,101,"parole",TRUE,TRUE,TRUE,"parole",TRUE,FALSE,"shareGoals",NA,NA
"243",1,3,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"shareGoals",5,5
"244",1,3,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"shareGoals",5,5
"245",1,3,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"shareGoals",NA,NA
"246",1,3,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"shareGoals",NA,NA
"247",1,3,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"shareGoals",NA,NA
"248",1,3,101,"parole",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"knowYourWork",NA,NA
"249",1,3,101,"parole",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"knowYourWork",4,4
"250",1,3,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"knowYourWork",3,3
"251",1,3,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"knowYourWork",3,3
"252",1,3,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"knowYourWork",NA,NA
"253",1,3,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"knowYourWork",NA,NA
"254",1,3,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"knowYourWork",NA,NA
