"","city","round","CASEID","WORKGROUP","intervention2","intervention3","intervention4","alter","within","between","var","weight","weight_label"
"17",1,4,101,"parole",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"18",1,4,101,"parole",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"19",1,4,101,"parole",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"20",1,4,101,"parole",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"21",1,4,101,"parole",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"fully_missing",0.5,NA
"22",1,4,101,"parole",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"fully_missing",0.5,NA
"23",1,4,101,"parole",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"24",1,4,101,"parole",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"fully_missing",0.5,NA
"25",1,4,101,"parole",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"fully_missing",0.5,NA
"26",1,4,101,"parole",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"fully_missing",0.5,NA
"27",1,2,102,"family_social",FALSE,NA,NA,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"28",1,2,102,"family_social",FALSE,NA,NA,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"29",1,2,102,"family_social",FALSE,NA,NA,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"30",1,2,102,"family_social",FALSE,NA,NA,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"31",1,2,102,"family_social",FALSE,NA,NA,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"32",1,2,102,"family_social",FALSE,NA,NA,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"33",1,2,102,"family_social",FALSE,NA,NA,"health",FALSE,TRUE,"fully_missing",0.5,NA
"34",1,2,102,"family_social",FALSE,NA,NA,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"35",1,2,102,"family_social",FALSE,NA,NA,"police",FALSE,TRUE,"fully_missing",0.5,NA
"36",1,2,102,"family_social",FALSE,NA,NA,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"37",1,2,102,"family_social",FALSE,NA,NA,"research",FALSE,TRUE,"fully_missing",0.5,NA
"38",1,2,102,"family_social",FALSE,NA,NA,"school",FALSE,TRUE,"fully_missing",0.5,NA
"39",1,2,102,"family_social",FALSE,NA,NA,"youth_out",FALSE,TRUE,"fully_missing",0.5,NA
"40",1,3,102,"family_social",FALSE,NA,NA,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"41",1,3,102,"family_social",FALSE,NA,NA,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"42",1,3,102,"family_social",FALSE,NA,NA,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"43",1,3,102,"family_social",FALSE,NA,NA,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"44",1,3,102,"family_social",FALSE,NA,NA,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"45",1,3,102,"family_social",FALSE,NA,NA,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"46",1,3,102,"family_social",FALSE,NA,NA,"health",FALSE,TRUE,"fully_missing",0.5,NA
"47",1,3,102,"family_social",FALSE,NA,NA,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"48",1,3,102,"family_social",FALSE,NA,NA,"police",FALSE,TRUE,"fully_missing",0.5,NA
"49",1,3,102,"family_social",FALSE,NA,NA,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"50",1,3,102,"family_social",FALSE,NA,NA,"research",FALSE,TRUE,"fully_missing",0.5,NA
"51",1,3,102,"family_social",FALSE,NA,NA,"school",FALSE,TRUE,"fully_missing",0.5,NA
"52",1,3,102,"family_social",FALSE,NA,NA,"youth_out",FALSE,TRUE,"fully_missing",0.5,NA
"53",1,4,102,"family_social",FALSE,NA,NA,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"54",1,4,102,"family_social",FALSE,NA,NA,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"55",1,4,102,"family_social",FALSE,NA,NA,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"56",1,4,102,"family_social",FALSE,NA,NA,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"57",1,4,102,"family_social",FALSE,NA,NA,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"58",1,4,102,"family_social",FALSE,NA,NA,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"59",1,4,102,"family_social",FALSE,NA,NA,"health",FALSE,TRUE,"fully_missing",0.5,NA
"60",1,4,102,"family_social",FALSE,NA,NA,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"61",1,4,102,"family_social",FALSE,NA,NA,"police",FALSE,TRUE,"fully_missing",0.5,NA
"62",1,4,102,"family_social",FALSE,NA,NA,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"63",1,4,102,"family_social",FALSE,NA,NA,"research",FALSE,TRUE,"fully_missing",0.5,NA
"64",1,4,102,"family_social",FALSE,NA,NA,"school",FALSE,TRUE,"fully_missing",0.5,NA
"65",1,4,102,"family_social",FALSE,NA,NA,"youth_out",FALSE,TRUE,"fully_missing",0.5,NA
"66",1,2,103,"family_social",FALSE,NA,NA,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"67",1,2,103,"family_social",FALSE,NA,NA,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"68",1,2,103,"family_social",FALSE,NA,NA,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"69",1,2,103,"family_social",FALSE,NA,NA,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"70",1,2,103,"family_social",FALSE,NA,NA,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"71",1,2,103,"family_social",FALSE,NA,NA,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"72",1,2,103,"family_social",FALSE,NA,NA,"health",FALSE,TRUE,"fully_missing",0.5,NA
"73",1,2,103,"family_social",FALSE,NA,NA,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"74",1,2,103,"family_social",FALSE,NA,NA,"police",FALSE,TRUE,"fully_missing",0.5,NA
"75",1,2,103,"family_social",FALSE,NA,NA,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"76",1,2,103,"family_social",FALSE,NA,NA,"research",FALSE,TRUE,"fully_missing",0.5,NA
"77",1,2,103,"family_social",FALSE,NA,NA,"school",FALSE,TRUE,"fully_missing",0.5,NA
"78",1,2,103,"family_social",FALSE,NA,NA,"youth_out",FALSE,TRUE,"fully_missing",0.5,NA
"79",1,3,103,"family_social",FALSE,NA,NA,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"80",1,3,103,"family_social",FALSE,NA,NA,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"81",1,3,103,"family_social",FALSE,NA,NA,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"82",1,3,103,"family_social",FALSE,NA,NA,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"83",1,3,103,"family_social",FALSE,NA,NA,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"84",1,3,103,"family_social",FALSE,NA,NA,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"85",1,3,103,"family_social",FALSE,NA,NA,"health",FALSE,TRUE,"fully_missing",0.5,NA
"86",1,3,103,"family_social",FALSE,NA,NA,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"87",1,3,103,"family_social",FALSE,NA,NA,"police",FALSE,TRUE,"fully_missing",0.5,NA
"88",1,3,103,"family_social",FALSE,NA,NA,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"89",1,3,103,"family_social",FALSE,NA,NA,"research",FALSE,TRUE,"fully_missing",0.5,NA
"90",1,3,103,"family_social",FALSE,NA,NA,"school",FALSE,TRUE,"fully_missing",0.5,NA
"91",1,3,103,"family_social",FALSE,NA,NA,"youth_out",FALSE,TRUE,"fully_missing",0.5,NA
"92",1,4,103,"family_social",FALSE,NA,NA,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"93",1,4,103,"family_social",FALSE,NA,NA,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"94",1,4,103,"family_social",FALSE,NA,NA,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"95",1,4,103,"family_social",FALSE,NA,NA,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"96",1,4,103,"family_social",FALSE,NA,NA,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"97",1,4,103,"family_social",FALSE,NA,NA,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"98",1,4,103,"family_social",FALSE,NA,NA,"health",FALSE,TRUE,"fully_missing",0.5,NA
"99",1,4,103,"family_social",FALSE,NA,NA,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"100",1,4,103,"family_social",FALSE,NA,NA,"police",FALSE,TRUE,"fully_missing",0.5,NA
"101",1,4,103,"family_social",FALSE,NA,NA,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"102",1,4,103,"family_social",FALSE,NA,NA,"research",FALSE,TRUE,"fully_missing",0.5,NA
"103",1,4,103,"family_social",FALSE,NA,NA,"school",FALSE,TRUE,"fully_missing",0.5,NA
"104",1,4,103,"family_social",FALSE,NA,NA,"youth_out",FALSE,TRUE,"fully_missing",0.5,NA
"105",1,1,104,"family_social",TRUE,TRUE,TRUE,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"106",1,1,104,"family_social",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"107",1,2,104,"family_social",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"108",1,2,104,"family_social",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"109",1,2,104,"family_social",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"110",1,2,104,"family_social",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"111",1,2,104,"family_social",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"fully_missing",0.5,NA
"112",1,2,104,"family_social",TRUE,TRUE,TRUE,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"113",1,2,104,"family_social",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"114",1,2,105,"research",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"115",1,4,105,"research",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"116",1,4,105,"research",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"117",1,4,105,"research",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"118",1,4,105,"research",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"119",1,4,105,"research",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"120",1,4,105,"research",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"121",1,4,105,"research",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"fully_missing",0.5,NA
"122",1,4,105,"research",TRUE,TRUE,TRUE,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"123",1,4,105,"research",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"fully_missing",0.5,NA
"124",1,4,105,"research",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"125",1,4,105,"research",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"fully_missing",0.5,NA
"126",1,4,105,"research",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"fully_missing",0.5,NA
"127",1,1,106,"city_govt",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"128",1,1,107,"health",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"129",1,1,107,"health",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"130",1,1,107,"health",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"131",1,1,107,"health",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"132",1,1,107,"health",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"fully_missing",0.5,NA
"133",1,2,107,"health",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"134",1,2,107,"health",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"135",1,3,107,"health",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"136",1,3,107,"health",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"137",1,3,107,"health",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"138",1,3,107,"health",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"fully_missing",0.5,NA
"139",1,4,107,"health",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"140",1,4,107,"health",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"141",1,4,107,"health",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"142",1,4,107,"health",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"143",1,4,107,"health",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"144",1,4,107,"health",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"145",1,4,107,"health",TRUE,TRUE,TRUE,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"146",1,4,107,"health",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"fully_missing",0.5,NA
"147",1,4,107,"health",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"148",1,4,107,"health",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"fully_missing",0.5,NA
"149",1,4,107,"health",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"fully_missing",0.5,NA
"150",1,4,107,"health",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"fully_missing",0.5,NA
"151",1,4,108,"youth_out",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"152",1,4,109,"youth_out",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"153",1,4,109,"youth_out",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"154",1,4,109,"youth_out",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"155",1,4,109,"youth_out",TRUE,TRUE,TRUE,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"156",1,4,109,"youth_out",TRUE,TRUE,TRUE,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"157",1,4,109,"youth_out",TRUE,TRUE,TRUE,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"158",1,4,109,"youth_out",TRUE,TRUE,TRUE,"health",FALSE,TRUE,"fully_missing",0.5,NA
"159",1,4,109,"youth_out",TRUE,TRUE,TRUE,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"160",1,4,109,"youth_out",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"fully_missing",0.5,NA
"161",1,4,109,"youth_out",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"162",1,4,109,"youth_out",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"fully_missing",0.5,NA
"163",1,4,109,"youth_out",TRUE,TRUE,TRUE,"school",FALSE,TRUE,"fully_missing",0.5,NA
"164",1,4,109,"youth_out",TRUE,TRUE,TRUE,"youth_out",FALSE,TRUE,"fully_missing",0.5,NA
"165",1,2,111,"police",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"fully_missing",0.5,NA
"166",1,1,112,"family_social",TRUE,TRUE,TRUE,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"167",1,1,112,"family_social",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"168",1,1,112,"family_social",TRUE,TRUE,TRUE,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"169",1,1,112,"family_social",TRUE,TRUE,TRUE,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"170",1,1,112,"family_social",TRUE,TRUE,TRUE,"research",FALSE,TRUE,"fully_missing",0.5,NA
"171",1,3,113,"school",TRUE,NA,NA,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"172",1,3,113,"school",TRUE,NA,NA,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"173",1,3,113,"school",TRUE,NA,NA,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"174",1,3,113,"school",TRUE,NA,NA,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"175",1,3,113,"school",TRUE,NA,NA,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"176",1,3,113,"school",TRUE,NA,NA,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"177",1,3,113,"school",TRUE,NA,NA,"health",FALSE,TRUE,"fully_missing",0.5,NA
"178",1,3,113,"school",TRUE,NA,NA,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"179",1,3,113,"school",TRUE,NA,NA,"police",FALSE,TRUE,"fully_missing",0.5,NA
"180",1,3,113,"school",TRUE,NA,NA,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"181",1,3,113,"school",TRUE,NA,NA,"research",FALSE,TRUE,"fully_missing",0.5,NA
"182",1,3,113,"school",TRUE,NA,NA,"youth_out",FALSE,TRUE,"fully_missing",0.5,NA
"183",1,4,113,"school",TRUE,NA,NA,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"184",1,4,113,"school",TRUE,NA,NA,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"185",1,4,113,"school",TRUE,NA,NA,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"186",1,4,113,"school",TRUE,NA,NA,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"187",1,4,113,"school",TRUE,NA,NA,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"188",1,4,113,"school",TRUE,NA,NA,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"189",1,4,113,"school",TRUE,NA,NA,"health",FALSE,TRUE,"fully_missing",0.5,NA
"190",1,4,113,"school",TRUE,NA,NA,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"191",1,4,113,"school",TRUE,NA,NA,"police",FALSE,TRUE,"fully_missing",0.5,NA
"192",1,4,113,"school",TRUE,NA,NA,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"193",1,4,113,"school",TRUE,NA,NA,"research",FALSE,TRUE,"fully_missing",0.5,NA
"194",1,4,113,"school",TRUE,NA,NA,"youth_out",FALSE,TRUE,"fully_missing",0.5,NA
"195",1,2,114,"health",TRUE,TRUE,TRUE,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"196",1,2,114,"health",TRUE,TRUE,TRUE,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"197",1,2,114,"health",TRUE,TRUE,TRUE,"police",FALSE,TRUE,"fully_missing",0.5,NA
"198",1,2,114,"health",TRUE,TRUE,TRUE,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"199",1,1,115,"health",TRUE,NA,NA,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"200",1,1,115,"health",TRUE,NA,NA,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"201",1,1,115,"health",TRUE,NA,NA,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"202",1,1,115,"health",TRUE,NA,NA,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"203",1,1,115,"health",TRUE,NA,NA,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"204",1,1,115,"health",TRUE,NA,NA,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"205",1,1,115,"health",TRUE,NA,NA,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"206",1,1,115,"health",TRUE,NA,NA,"police",FALSE,TRUE,"fully_missing",0.5,NA
"207",1,1,115,"health",TRUE,NA,NA,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"208",1,1,115,"health",TRUE,NA,NA,"research",FALSE,TRUE,"fully_missing",0.5,NA
"209",1,1,115,"health",TRUE,NA,NA,"school",FALSE,TRUE,"fully_missing",0.5,NA
"210",1,1,115,"health",TRUE,NA,NA,"youth_out",FALSE,TRUE,"fully_missing",0.5,NA
"211",1,2,115,"health",TRUE,NA,NA,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"212",1,2,115,"health",TRUE,NA,NA,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"213",1,2,115,"health",TRUE,NA,NA,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"214",1,2,115,"health",TRUE,NA,NA,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"215",1,2,115,"health",TRUE,NA,NA,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"216",1,2,115,"health",TRUE,NA,NA,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"217",1,2,115,"health",TRUE,NA,NA,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"218",1,2,115,"health",TRUE,NA,NA,"police",FALSE,TRUE,"fully_missing",0.5,NA
"219",1,2,115,"health",TRUE,NA,NA,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"220",1,2,115,"health",TRUE,NA,NA,"research",FALSE,TRUE,"fully_missing",0.5,NA
"221",1,2,115,"health",TRUE,NA,NA,"youth_out",FALSE,TRUE,"fully_missing",0.5,NA
"222",1,3,115,"health",TRUE,NA,NA,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"223",1,3,115,"health",TRUE,NA,NA,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"224",1,3,115,"health",TRUE,NA,NA,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"225",1,3,115,"health",TRUE,NA,NA,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"226",1,3,115,"health",TRUE,NA,NA,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"227",1,3,115,"health",TRUE,NA,NA,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"228",1,3,115,"health",TRUE,NA,NA,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"229",1,3,115,"health",TRUE,NA,NA,"police",FALSE,TRUE,"fully_missing",0.5,NA
"230",1,3,115,"health",TRUE,NA,NA,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"231",1,3,115,"health",TRUE,NA,NA,"research",FALSE,TRUE,"fully_missing",0.5,NA
"232",1,3,115,"health",TRUE,NA,NA,"school",FALSE,TRUE,"fully_missing",0.5,NA
"233",1,3,115,"health",TRUE,NA,NA,"youth_out",FALSE,TRUE,"fully_missing",0.5,NA
"234",1,4,115,"health",TRUE,NA,NA,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"235",1,4,115,"health",TRUE,NA,NA,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"236",1,4,115,"health",TRUE,NA,NA,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"237",1,4,115,"health",TRUE,NA,NA,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"238",1,4,115,"health",TRUE,NA,NA,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"239",1,4,115,"health",TRUE,NA,NA,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"240",1,4,115,"health",TRUE,NA,NA,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"241",1,4,115,"health",TRUE,NA,NA,"police",FALSE,TRUE,"fully_missing",0.5,NA
"242",1,4,115,"health",TRUE,NA,NA,"probation",FALSE,TRUE,"fully_missing",0.5,NA
"243",1,4,115,"health",TRUE,NA,NA,"research",FALSE,TRUE,"fully_missing",0.5,NA
"244",1,4,115,"health",TRUE,NA,NA,"school",FALSE,TRUE,"fully_missing",0.5,NA
"245",1,4,115,"health",TRUE,NA,NA,"youth_out",FALSE,TRUE,"fully_missing",0.5,NA
"246",1,1,116,"probation",TRUE,NA,NA,"city_govt",FALSE,TRUE,"fully_missing",0.5,NA
"247",1,1,116,"probation",TRUE,NA,NA,"corrections",FALSE,TRUE,"fully_missing",0.5,NA
"248",1,1,116,"probation",TRUE,NA,NA,"da_office",FALSE,TRUE,"fully_missing",0.5,NA
"249",1,1,116,"probation",TRUE,NA,NA,"emp_devel",FALSE,TRUE,"fully_missing",0.5,NA
"250",1,1,116,"probation",TRUE,NA,NA,"faith_based",FALSE,TRUE,"fully_missing",0.5,NA
"251",1,1,116,"probation",TRUE,NA,NA,"family_social",FALSE,TRUE,"fully_missing",0.5,NA
"252",1,1,116,"probation",TRUE,NA,NA,"health",FALSE,TRUE,"fully_missing",0.5,NA
"253",1,1,116,"probation",TRUE,NA,NA,"parole",FALSE,TRUE,"fully_missing",0.5,NA
"254",1,1,116,"probation",TRUE,NA,NA,"police",FALSE,TRUE,"fully_missing",0.5,NA
"255",1,1,116,"probation",TRUE,NA,NA,"research",FALSE,TRUE,"fully_missing",0.5,NA
"256",1,1,116,"probation",TRUE,NA,NA,"school",FALSE,TRUE,"fully_missing",0.5,NA
