"","city","round","CASEID","WORKGROUP","alter","weight","num_missing","num_response","var"
"97",1,1,112,"family_social","school",3.42857142857143,0,7,"RC_scale"
"98",1,1,112,"family_social","youth_out",4,0,7,"RC_scale"
"99",1,1,113,"school","city_govt",2.85714285714286,0,7,"RC_scale"
"100",1,1,113,"school","da_office",4.14285714285714,0,7,"RC_scale"
"101",1,1,113,"school","emp_devel",3.71428571428571,0,7,"RC_scale"
"102",1,1,113,"school","family_social",4.57142857142857,0,7,"RC_scale"
"103",1,1,113,"school","health",2.71428571428571,0,7,"RC_scale"
"104",1,1,113,"school","youth_out",4.57142857142857,0,7,"RC_scale"
"105",1,1,114,"health","city_govt",2.42857142857143,0,7,"RC_scale"
"106",1,1,114,"health","corrections",2.28571428571429,0,7,"RC_scale"
"107",1,1,114,"health","da_office",4.71428571428571,0,7,"RC_scale"
"108",1,1,114,"health","emp_devel",3.28571428571429,0,7,"RC_scale"
"109",1,1,114,"health","faith_based",2.71428571428571,0,7,"RC_scale"
"110",1,1,114,"health","family_social",3.28571428571429,0,7,"RC_scale"
"111",1,1,114,"health","health",3.28571428571429,0,7,"RC_scale"
"112",1,1,114,"health","parole",2.57142857142857,0,7,"RC_scale"
"113",1,1,114,"health","police",2.71428571428571,0,7,"RC_scale"
"114",1,1,114,"health","probation",2.71428571428571,0,7,"RC_scale"
"115",1,1,114,"health","research",1.71428571428571,0,7,"RC_scale"
"116",1,1,114,"health","school",4.28571428571429,0,7,"RC_scale"
"117",1,1,114,"health","youth_out",4.71428571428571,0,7,"RC_scale"
"118",1,2,101,"parole","corrections",4.42857142857143,0,7,"RC_scale"
"119",1,2,101,"parole","da_office",4.42857142857143,0,7,"RC_scale"
"120",1,2,101,"parole","health",4.42857142857143,0,7,"RC_scale"
"121",1,2,101,"parole","parole",4.57142857142857,0,7,"RC_scale"
"122",1,2,101,"parole","police",4.57142857142857,0,7,"RC_scale"
"123",1,2,101,"parole","probation",4.57142857142857,0,7,"RC_scale"
"124",1,2,104,"family_social","city_govt",2.57142857142857,0,7,"RC_scale"
"125",1,2,104,"family_social","da_office",4.14285714285714,0,7,"RC_scale"
"126",1,2,104,"family_social","police",4.42857142857143,0,7,"RC_scale"
"127",1,2,104,"family_social","research",3.42857142857143,0,7,"RC_scale"
"128",1,2,104,"family_social","school",3.71428571428571,0,7,"RC_scale"
"129",1,2,104,"family_social","youth_out",4.14285714285714,0,7,"RC_scale"
"130",1,2,105,"research","city_govt",4.85714285714286,0,7,"RC_scale"
"131",1,2,105,"research","corrections",3,0,7,"RC_scale"
"132",1,2,105,"research","da_office",3.42857142857143,0,7,"RC_scale"
"133",1,2,105,"research","emp_devel",3.57142857142857,0,7,"RC_scale"
"134",1,2,105,"research","family_social",4.42857142857143,0,7,"RC_scale"
"135",1,2,105,"research","health",3.71428571428571,0,7,"RC_scale"
"136",1,2,105,"research","parole",3,0,7,"RC_scale"
"137",1,2,105,"research","police",3.42857142857143,0,7,"RC_scale"
"138",1,2,105,"research","school",1.85714285714286,0,7,"RC_scale"
"139",1,2,105,"research","youth_out",4.28571428571429,0,7,"RC_scale"
"140",1,2,106,"city_govt","city_govt",4.14285714285714,0,7,"RC_scale"
"141",1,2,106,"city_govt","corrections",3.71428571428571,0,7,"RC_scale"
"142",1,2,106,"city_govt","da_office",4.14285714285714,0,7,"RC_scale"
"143",1,2,106,"city_govt","emp_devel",4.71428571428571,0,7,"RC_scale"
"144",1,2,106,"city_govt","family_social",3.28571428571429,0,7,"RC_scale"
"145",1,2,106,"city_govt","health",3.28571428571429,0,7,"RC_scale"
"146",1,2,106,"city_govt","parole",4.42857142857143,0,7,"RC_scale"
"147",1,2,106,"city_govt","police",3.71428571428571,0,7,"RC_scale"
"148",1,2,106,"city_govt","research",4.71428571428571,0,7,"RC_scale"
"149",1,2,106,"city_govt","school",3.42857142857143,0,7,"RC_scale"
"150",1,2,106,"city_govt","youth_out",4.14285714285714,0,7,"RC_scale"
"151",1,2,108,"youth_out","city_govt",5,0,7,"RC_scale"
"152",1,2,108,"youth_out","da_office",4.14285714285714,0,7,"RC_scale"
"153",1,2,108,"youth_out","health",4,0,7,"RC_scale"
"154",1,2,108,"youth_out","parole",3.28571428571429,0,7,"RC_scale"
"155",1,2,108,"youth_out","police",4.42857142857143,0,7,"RC_scale"
"156",1,2,108,"youth_out","probation",3.14285714285714,0,7,"RC_scale"
"157",1,2,108,"youth_out","research",4,0,7,"RC_scale"
"158",1,2,108,"youth_out","school",4.71428571428571,0,7,"RC_scale"
"159",1,2,108,"youth_out","youth_out",4,0,7,"RC_scale"
"160",1,2,109,"youth_out","emp_devel",4.14285714285714,0,7,"RC_scale"
"161",1,2,109,"youth_out","faith_based",2.57142857142857,0,7,"RC_scale"
"162",1,2,109,"youth_out","family_social",3.57142857142857,0,7,"RC_scale"
"163",1,2,109,"youth_out","health",3.14285714285714,0,7,"RC_scale"
"164",1,2,109,"youth_out","parole",2.42857142857143,0,7,"RC_scale"
"165",1,2,109,"youth_out","police",3.42857142857143,0,7,"RC_scale"
"166",1,2,109,"youth_out","probation",2,0,7,"RC_scale"
"167",1,2,109,"youth_out","research",3.28571428571429,0,7,"RC_scale"
"168",1,2,109,"youth_out","youth_out",4.14285714285714,0,7,"RC_scale"
"169",1,2,110,"police","city_govt",3.28571428571429,0,7,"RC_scale"
"170",1,2,110,"police","corrections",4.28571428571429,0,7,"RC_scale"
"171",1,2,110,"police","da_office",4.71428571428571,0,7,"RC_scale"
"172",1,2,110,"police","emp_devel",4.14285714285714,0,7,"RC_scale"
"173",1,2,110,"police","faith_based",1.85714285714286,0,7,"RC_scale"
"174",1,2,110,"police","family_social",2,0,7,"RC_scale"
"175",1,2,110,"police","health",2,0,7,"RC_scale"
"176",1,2,110,"police","parole",4.14285714285714,0,7,"RC_scale"
"177",1,2,110,"police","police",4.85714285714286,0,7,"RC_scale"
"178",1,2,110,"police","probation",4.42857142857143,0,7,"RC_scale"
"179",1,2,110,"police","research",3,0,7,"RC_scale"
"180",1,2,110,"police","school",2.57142857142857,0,7,"RC_scale"
"181",1,2,110,"police","youth_out",4.71428571428571,0,7,"RC_scale"
"182",1,2,111,"police","city_govt",2.57142857142857,0,7,"RC_scale"
"183",1,2,111,"police","corrections",3.28571428571429,0,7,"RC_scale"
"184",1,2,111,"police","da_office",3.28571428571429,0,7,"RC_scale"
"185",1,2,111,"police","parole",3.42857142857143,0,7,"RC_scale"
"186",1,2,111,"police","police",3.42857142857143,0,7,"RC_scale"
"187",1,2,111,"police","probation",3.42857142857143,0,7,"RC_scale"
"188",1,2,111,"police","school",1.85714285714286,0,7,"RC_scale"
"189",1,2,111,"police","youth_out",3.14285714285714,0,7,"RC_scale"
"190",1,2,112,"family_social","city_govt",4.42857142857143,0,7,"RC_scale"
"191",1,2,112,"family_social","da_office",4.14285714285714,0,7,"RC_scale"
"192",1,2,112,"family_social","emp_devel",3.71428571428571,0,7,"RC_scale"
"193",1,2,112,"family_social","family_social",4.42857142857143,0,7,"RC_scale"
"194",1,2,112,"family_social","health",4.42857142857143,0,7,"RC_scale"
"195",1,2,112,"family_social","parole",3.71428571428571,0,7,"RC_scale"
"196",1,2,112,"family_social","police",4.14285714285714,0,7,"RC_scale"
"197",1,2,112,"family_social","research",3.85714285714286,0,7,"RC_scale"
"198",1,2,112,"family_social","school",4.42857142857143,0,7,"RC_scale"
"199",1,2,112,"family_social","youth_out",4.42857142857143,0,7,"RC_scale"
"200",1,2,113,"school","city_govt",3,0,7,"RC_scale"
"201",1,2,113,"school","corrections",4.14285714285714,0,7,"RC_scale"
"202",1,2,113,"school","da_office",4.42857142857143,0,7,"RC_scale"
"203",1,2,113,"school","emp_devel",4.71428571428571,0,7,"RC_scale"
"204",1,2,113,"school","family_social",3.85714285714286,0,7,"RC_scale"
"205",1,2,113,"school","health",3.42857142857143,0,7,"RC_scale"
"206",1,2,113,"school","parole",3.71428571428571,0,7,"RC_scale"
"207",1,2,113,"school","police",4.42857142857143,0,7,"RC_scale"
"208",1,2,113,"school","probation",3.28571428571429,0,7,"RC_scale"
"209",1,2,113,"school","research",2.85714285714286,0,7,"RC_scale"
"210",1,2,113,"school","school",2.71428571428571,0,7,"RC_scale"
"211",1,2,113,"school","youth_out",4.71428571428571,0,7,"RC_scale"
"212",1,2,114,"health","city_govt",3.14285714285714,0,7,"RC_scale"
"213",1,2,114,"health","da_office",4.85714285714286,0,7,"RC_scale"
"214",1,2,114,"health","emp_devel",3.28571428571429,0,7,"RC_scale"
"215",1,2,114,"health","health",4.42857142857143,0,7,"RC_scale"
"216",1,2,114,"health","school",3.28571428571429,0,7,"RC_scale"
"217",1,2,114,"health","youth_out",4.57142857142857,0,7,"RC_scale"
"218",1,2,116,"probation","city_govt",3.42857142857143,0,7,"RC_scale"
"219",1,2,116,"probation","corrections",2.57142857142857,0,7,"RC_scale"
"220",1,2,116,"probation","da_office",2.85714285714286,0,7,"RC_scale"
"221",1,2,116,"probation","emp_devel",4.14285714285714,0,7,"RC_scale"
"222",1,2,116,"probation","family_social",4.14285714285714,0,7,"RC_scale"
"223",1,2,116,"probation","health",4.14285714285714,0,7,"RC_scale"
"224",1,2,116,"probation","parole",2.71428571428571,0,7,"RC_scale"
"225",1,2,116,"probation","police",4.85714285714286,0,7,"RC_scale"
"226",1,2,116,"probation","research",3.85714285714286,0,7,"RC_scale"
"227",1,2,116,"probation","school",4.57142857142857,0,7,"RC_scale"
"228",1,2,116,"probation","youth_out",4.57142857142857,0,7,"RC_scale"
"229",1,3,101,"parole","corrections",4.71428571428571,0,7,"RC_scale"
"230",1,3,101,"parole","da_office",4.57142857142857,0,7,"RC_scale"
"231",1,3,101,"parole","emp_devel",4.57142857142857,0,7,"RC_scale"
"232",1,3,101,"parole","police",5,0,7,"RC_scale"
"233",1,3,101,"parole","probation",5,0,7,"RC_scale"
"234",1,3,104,"family_social","city_govt",3,0,7,"RC_scale"
"235",1,3,104,"family_social","da_office",4.14285714285714,0,7,"RC_scale"
"236",1,3,104,"family_social","family_social",4.14285714285714,0,7,"RC_scale"
"237",1,3,104,"family_social","health",4.14285714285714,0,7,"RC_scale"
"238",1,3,104,"family_social","police",4.28571428571429,0,7,"RC_scale"
"239",1,3,104,"family_social","school",4.28571428571429,0,7,"RC_scale"
"240",1,3,105,"research","city_govt",4.57142857142857,0,7,"RC_scale"
"241",1,3,105,"research","corrections",2.85714285714286,0,7,"RC_scale"
"242",1,3,105,"research","da_office",3.57142857142857,0,7,"RC_scale"
"243",1,3,105,"research","emp_devel",3.28571428571429,0,7,"RC_scale"
"244",1,3,105,"research","family_social",3.85714285714286,0,7,"RC_scale"
"245",1,3,105,"research","health",3.42857142857143,0,7,"RC_scale"
"246",1,3,105,"research","parole",3.28571428571429,0,7,"RC_scale"
"247",1,3,105,"research","police",3.85714285714286,0,7,"RC_scale"
"248",1,3,105,"research","probation",2,0,7,"RC_scale"
"249",1,3,105,"research","school",1.57142857142857,0,7,"RC_scale"
"250",1,3,105,"research","youth_out",4.28571428571429,0,7,"RC_scale"
"251",1,3,106,"city_govt","city_govt",4.14285714285714,0,7,"RC_scale"
"252",1,3,106,"city_govt","corrections",3.85714285714286,0,7,"RC_scale"
"253",1,3,106,"city_govt","da_office",4,0,7,"RC_scale"
"254",1,3,106,"city_govt","emp_devel",4.14285714285714,0,7,"RC_scale"
"255",1,3,106,"city_govt","family_social",4.14285714285714,0,7,"RC_scale"
"256",1,3,106,"city_govt","health",3.85714285714286,0,7,"RC_scale"
"257",1,3,106,"city_govt","parole",3.85714285714286,0,7,"RC_scale"
"258",1,3,106,"city_govt","police",4.14285714285714,0,7,"RC_scale"
"259",1,3,106,"city_govt","research",4.14285714285714,0,7,"RC_scale"
"260",1,3,106,"city_govt","school",3.28571428571429,0,7,"RC_scale"
"261",1,3,106,"city_govt","youth_out",4.14285714285714,0,7,"RC_scale"
"262",1,3,107,"health","corrections",4.14285714285714,0,7,"RC_scale"
"263",1,3,107,"health","da_office",4.14285714285714,0,7,"RC_scale"
"264",1,3,107,"health","health",4.42857142857143,0,7,"RC_scale"
"265",1,3,107,"health","parole",4.42857142857143,0,7,"RC_scale"
"266",1,3,107,"health","police",4.28571428571429,0,7,"RC_scale"
"267",1,3,107,"health","probation",4.42857142857143,0,7,"RC_scale"
"268",1,3,107,"health","school",4.28571428571429,0,7,"RC_scale"
"269",1,3,107,"health","youth_out",4.57142857142857,0,7,"RC_scale"
"270",1,3,108,"youth_out","city_govt",3,0,7,"RC_scale"
"271",1,3,108,"youth_out","corrections",2,0,7,"RC_scale"
"272",1,3,108,"youth_out","da_office",4.42857142857143,0,7,"RC_scale"
"273",1,3,108,"youth_out","emp_devel",4.28571428571429,0,7,"RC_scale"
"274",1,3,108,"youth_out","faith_based",2.57142857142857,0,7,"RC_scale"
"275",1,3,108,"youth_out","family_social",3.42857142857143,0,7,"RC_scale"
"276",1,3,108,"youth_out","health",4.28571428571429,0,7,"RC_scale"
"277",1,3,108,"youth_out","parole",2.42857142857143,0,7,"RC_scale"
"278",1,3,108,"youth_out","police",4,0,7,"RC_scale"
"279",1,3,108,"youth_out","probation",2.57142857142857,0,7,"RC_scale"
"280",1,3,108,"youth_out","research",3.42857142857143,0,7,"RC_scale"
"281",1,3,108,"youth_out","school",3.85714285714286,0,7,"RC_scale"
"282",1,3,108,"youth_out","youth_out",4,0,7,"RC_scale"
"283",1,3,109,"youth_out","corrections",3.42857142857143,0,7,"RC_scale"
"284",1,3,109,"youth_out","da_office",2.85714285714286,0,7,"RC_scale"
"285",1,3,109,"youth_out","emp_devel",4.57142857142857,0,7,"RC_scale"
"286",1,3,109,"youth_out","faith_based",4.57142857142857,0,7,"RC_scale"
"287",1,3,109,"youth_out","family_social",4.42857142857143,0,7,"RC_scale"
"288",1,3,109,"youth_out","health",3.71428571428571,0,7,"RC_scale"
"289",1,3,109,"youth_out","parole",3.57142857142857,0,7,"RC_scale"
"290",1,3,109,"youth_out","police",3.85714285714286,0,7,"RC_scale"
"291",1,3,109,"youth_out","probation",4,0,7,"RC_scale"
"292",1,3,109,"youth_out","research",4.28571428571429,0,7,"RC_scale"
"293",1,3,109,"youth_out","school",4.42857142857143,0,7,"RC_scale"
"294",1,3,109,"youth_out","youth_out",4.57142857142857,0,7,"RC_scale"
"295",1,3,110,"police","city_govt",4,0,7,"RC_scale"
"296",1,3,110,"police","corrections",4.42857142857143,0,7,"RC_scale"
"297",1,3,110,"police","da_office",5,0,7,"RC_scale"
"298",1,3,110,"police","emp_devel",4.28571428571429,0,7,"RC_scale"
"299",1,3,110,"police","faith_based",1.85714285714286,0,7,"RC_scale"
"300",1,3,110,"police","family_social",1.85714285714286,0,7,"RC_scale"
"301",1,3,110,"police","health",2.28571428571429,0,7,"RC_scale"
"302",1,3,110,"police","parole",4.42857142857143,0,7,"RC_scale"
"303",1,3,110,"police","police",4.71428571428571,0,7,"RC_scale"
"304",1,3,110,"police","probation",4.57142857142857,0,7,"RC_scale"
"305",1,3,110,"police","research",3.71428571428571,0,7,"RC_scale"
"306",1,3,110,"police","school",3.57142857142857,0,7,"RC_scale"
"307",1,3,110,"police","youth_out",5,0,7,"RC_scale"
"308",1,3,111,"police","corrections",4,0,7,"RC_scale"
"309",1,3,111,"police","da_office",4.14285714285714,0,7,"RC_scale"
"310",1,3,111,"police","parole",4.14285714285714,0,7,"RC_scale"
"311",1,3,111,"police","police",4.14285714285714,0,7,"RC_scale"
"312",1,3,111,"police","probation",4.14285714285714,0,7,"RC_scale"
"313",1,3,112,"family_social","family_social",4,0,7,"RC_scale"
"314",1,3,112,"family_social","health",4,0,7,"RC_scale"
"315",1,3,112,"family_social","parole",3.14285714285714,0,7,"RC_scale"
"316",1,3,112,"family_social","police",3.42857142857143,0,7,"RC_scale"
"317",1,3,112,"family_social","probation",3.14285714285714,0,7,"RC_scale"
"318",1,3,112,"family_social","research",3,0,7,"RC_scale"
"319",1,3,112,"family_social","school",3.42857142857143,0,7,"RC_scale"
"320",1,3,112,"family_social","youth_out",4,0,7,"RC_scale"
"321",1,3,117,"research","city_govt",4.14285714285714,0,7,"RC_scale"
"322",1,3,117,"research","corrections",4.14285714285714,0,7,"RC_scale"
"323",1,3,117,"research","parole",4,0,7,"RC_scale"
"324",1,3,117,"research","police",4.14285714285714,0,7,"RC_scale"
"325",1,3,117,"research","probation",3.85714285714286,0,7,"RC_scale"
"326",1,3,118,"family_social","city_govt",2.28571428571429,0,7,"RC_scale"
"327",1,3,118,"family_social","corrections",3,0,7,"RC_scale"
"328",1,3,118,"family_social","da_office",2.28571428571429,0,7,"RC_scale"
"329",1,3,118,"family_social","emp_devel",3.57142857142857,0,7,"RC_scale"
"330",1,3,118,"family_social","faith_based",4,0,7,"RC_scale"
"331",1,3,118,"family_social","family_social",3.57142857142857,0,7,"RC_scale"
"332",1,3,118,"family_social","health",3.42857142857143,0,7,"RC_scale"
"333",1,3,118,"family_social","parole",2.57142857142857,0,7,"RC_scale"
"334",1,3,118,"family_social","police",2.71428571428571,0,7,"RC_scale"
"335",1,3,118,"family_social","probation",3.28571428571429,0,7,"RC_scale"
"336",1,3,118,"family_social","research",2.85714285714286,0,7,"RC_scale"
"337",1,3,118,"family_social","school",3.57142857142857,0,7,"RC_scale"
"338",1,3,118,"family_social","youth_out",3.71428571428571,0,7,"RC_scale"
"339",1,3,119,"city_govt","city_govt",4,0,7,"RC_scale"
"340",1,3,119,"city_govt","da_office",3.42857142857143,0,7,"RC_scale"
"341",1,3,119,"city_govt","family_social",3.42857142857143,0,7,"RC_scale"
"342",1,3,119,"city_govt","police",4.14285714285714,0,7,"RC_scale"
"343",1,3,119,"city_govt","probation",4,0,7,"RC_scale"
"344",1,3,119,"city_govt","research",3.57142857142857,0,7,"RC_scale"
"345",1,3,119,"city_govt","school",3.85714285714286,0,7,"RC_scale"
"346",1,3,119,"city_govt","youth_out",4.14285714285714,0,7,"RC_scale"
"347",1,3,121,"corrections","city_govt",2.85714285714286,0,7,"RC_scale"
"348",1,3,121,"corrections","family_social",3.28571428571429,0,7,"RC_scale"
"349",1,3,121,"corrections","police",3.71428571428571,0,7,"RC_scale"
"350",1,3,121,"corrections","probation",4.42857142857143,0,7,"RC_scale"
"351",1,3,121,"corrections","school",1.57142857142857,0,7,"RC_scale"
"352",1,3,122,"probation","city_govt",4.28571428571429,0,7,"RC_scale"
"353",1,3,122,"probation","corrections",4.28571428571429,0,7,"RC_scale"
"354",1,3,122,"probation","da_office",4.85714285714286,0,7,"RC_scale"
"355",1,3,122,"probation","emp_devel",3.57142857142857,0,7,"RC_scale"
"356",1,3,122,"probation","faith_based",3.57142857142857,0,7,"RC_scale"
"357",1,3,122,"probation","family_social",4.85714285714286,0,7,"RC_scale"
"358",1,3,122,"probation","health",4.85714285714286,0,7,"RC_scale"
"359",1,3,122,"probation","police",4.85714285714286,0,7,"RC_scale"
"360",1,3,122,"probation","probation",5,0,7,"RC_scale"
"361",1,3,122,"probation","school",4.71428571428571,0,7,"RC_scale"
"362",1,3,122,"probation","youth_out",4.42857142857143,0,7,"RC_scale"
"363",1,4,104,"family_social","city_govt",4.14285714285714,0,7,"RC_scale"
"364",1,4,104,"family_social","da_office",4.14285714285714,0,7,"RC_scale"
"365",1,4,104,"family_social","faith_based",2.42857142857143,0,7,"RC_scale"
"366",1,4,104,"family_social","family_social",3.71428571428571,0,7,"RC_scale"
"367",1,4,104,"family_social","health",3.28571428571429,0,7,"RC_scale"
"368",1,4,104,"family_social","police",4.28571428571429,0,7,"RC_scale"
"369",1,4,104,"family_social","research",3.71428571428571,0,7,"RC_scale"
"370",1,4,104,"family_social","school",2.42857142857143,0,7,"RC_scale"
"371",1,4,104,"family_social","youth_out",4.28571428571429,0,7,"RC_scale"
"372",1,4,106,"city_govt","city_govt",4.14285714285714,0,7,"RC_scale"
"373",1,4,106,"city_govt","corrections",3.14285714285714,0,7,"RC_scale"
"374",1,4,106,"city_govt","da_office",4.14285714285714,0,7,"RC_scale"
"375",1,4,106,"city_govt","emp_devel",4.14285714285714,0,7,"RC_scale"
"376",1,4,106,"city_govt","family_social",3,0,7,"RC_scale"
"377",1,4,106,"city_govt","health",3.14285714285714,0,7,"RC_scale"
"378",1,4,106,"city_govt","parole",4,0,7,"RC_scale"
"379",1,4,106,"city_govt","police",4.14285714285714,0,7,"RC_scale"
"380",1,4,106,"city_govt","research",4.14285714285714,0,7,"RC_scale"
"381",1,4,106,"city_govt","school",3.42857142857143,0,7,"RC_scale"
"382",1,4,106,"city_govt","youth_out",4.14285714285714,0,7,"RC_scale"
"383",1,4,108,"youth_out","city_govt",3.28571428571429,0,7,"RC_scale"
"384",1,4,108,"youth_out","da_office",4.42857142857143,0,7,"RC_scale"
"385",1,4,108,"youth_out","emp_devel",4.28571428571429,0,7,"RC_scale"
